Year,Pot No,Location,Latitude Decimal Degrees,Longitude Decimal Degrees,Pot Condition,Pot Type,Substrate Type,Density Strata,Species,Sex,Shell Condition Code,Leg Condition Code,Egg Condition Code,Number Of Specimens
2018,39,Glacier Bay,58.7023,-136.0314333,Normal,Cone,Unknown,Medium,Golden king crab,,,,,0
2018,39,Glacier Bay,58.7023,-136.0314333,Normal,Cone,Unknown,Medium,Red king crab,,,,,0
2018,39,Glacier Bay,58.7023,-136.0314333,Normal,Cone,Unknown,Medium,,,,,,1
2018,39,Holkham Bay,57.7114,-133.4981167,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,1,1,1
2018,39,Holkham Bay,57.7114,-133.4981167,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,1,,2
2018,39,Holkham Bay,57.7114,-133.4981167,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,1,,17
2018,39,Holkham Bay,57.7114,-133.4981167,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,2,,4
2018,39,Holkham Bay,57.7114,-133.4981167,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,3,,2
2018,39,Holkham Bay,57.7114,-133.4981167,Normal,Cone,Unknown,Medium High,Dungeness crab,,,,,0
2018,39,Holkham Bay,57.7114,-133.4981167,Normal,Cone,Unknown,Medium High,Golden king crab,,,,,0
2018,39,Holkham Bay,57.7114,-133.4981167,Normal,Cone,Unknown,Medium High,Red king crab,,,,,0
2018,39,Holkham Bay,57.7114,-133.4981167,Normal,Cone,Unknown,Medium High,,,,,,7
2018,39,Icy Strait,58.3231,-135.7710167,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,3,2,1,32
2018,39,Icy Strait,58.3231,-135.7710167,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,4,2,1,2
2018,39,Icy Strait,58.3231,-135.7710167,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,2,,104
2018,39,Icy Strait,58.3231,-135.7710167,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,2,,16
2018,39,Icy Strait,58.3231,-135.7710167,Normal,Cone,Unknown,High,Dungeness crab,Male,3,2,,2
2018,39,Icy Strait,58.3231,-135.7710167,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,39,Icy Strait,58.3231,-135.7710167,Normal,Cone,Unknown,High,Red king crab,,,,,0
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,1,,5
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,3,,1
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,1,,8
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Dungeness crab,,,,,0
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Red king crab,Female,3,1,1,1
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Red king crab,Male,3,1,,22
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Red king crab,Male,3,2,,1
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Red king crab,Male,4,1,,32
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Red king crab,Male,4,2,,1
2018,39,Juneau,58.35243333,-134.74805,Normal,Cone,Unknown,High,Red king crab,Male,5,1,,1
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,4,2,1,1
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,5,2,1,1
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,1,,4
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,3,,1
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,1,,1
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,3,,2
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Dungeness crab,,,,,0
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Red king crab,Female,3,1,1,16
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Red king crab,Female,3,1,2,2
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Red king crab,Male,3,1,,3
2018,39,Pybus Bay,57.30346667,-134.1068667,Normal,Cone,Unknown,High,Red king crab,Male,3,2,,1
2018,39,Seymour Canal,57.8851,-134.2305167,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,1,,1
2018,39,Seymour Canal,57.8851,-134.2305167,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,2,,1
2018,39,Seymour Canal,57.8851,-134.2305167,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,3,,1
2018,39,Seymour Canal,57.8851,-134.2305167,Normal,Cone,Unknown,High,Dungeness crab,Female,3,1,5,1
2018,39,Seymour Canal,57.8851,-134.2305167,Normal,Cone,Unknown,High,Dungeness crab,Male,3,1,,1
2018,39,Seymour Canal,57.8851,-134.2305167,Normal,Cone,Unknown,High,Dungeness crab,Male,3,2,,1
2018,39,Seymour Canal,57.8851,-134.2305167,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,39,Seymour Canal,57.8851,-134.2305167,Normal,Cone,Unknown,High,Red king crab,,,,,0
2018,39,Seymour Canal,57.8851,-134.2305167,Normal,Cone,Unknown,High,,,,,,2
2018,39,Thomas Bay,57.01545,-132.9189,Normal,Cone,Unknown,Low/Zero,Bairdi tanner crab,,,,,0
2018,39,Thomas Bay,57.01545,-132.9189,Normal,Cone,Unknown,Low/Zero,Dungeness crab,,,,,0
2018,39,Thomas Bay,57.01545,-132.9189,Normal,Cone,Unknown,Low/Zero,Golden king crab,,,,,0
2018,39,Thomas Bay,57.01545,-132.9189,Normal,Cone,Unknown,Low/Zero,Red king crab,,,,,0
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Female,4,1,1,100
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Female,4,3,1,1
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Female,5,2,4,20
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Male,3,1,,3
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Male,3,2,,3
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Male,4,1,,10
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Male,4,2,,16
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Male,4,3,,10
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Dungeness crab,Female,3,3,1,1
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Dungeness crab,Female,4,1,4,1
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Golden king crab,,,,,0
2018,40,Deadman Reach,57.53481667,-135.5178833,Normal,Cone,Unknown,Medium,Red king crab,Female,3,1,1,1
2018,40,Excursion Inlet,58.36125,-135.4403833,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,1,1,2
2018,40,Excursion Inlet,58.36125,-135.4403833,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,1,,6
2018,40,Excursion Inlet,58.36125,-135.4403833,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,2,,2
2018,40,Excursion Inlet,58.36125,-135.4403833,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,3,,2
2018,40,Excursion Inlet,58.36125,-135.4403833,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,4,1,,2
2018,40,Excursion Inlet,58.36125,-135.4403833,Normal,Cone,Unknown,Medium High,Dungeness crab,,,,,0
2018,40,Excursion Inlet,58.36125,-135.4403833,Normal,Cone,Unknown,Medium High,Golden king crab,,,,,0
2018,40,Excursion Inlet,58.36125,-135.4403833,Normal,Cone,Unknown,Medium High,Red king crab,,,,,0
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,3,1,1,5
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,3,1,4,1
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,3,1,,1
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,4,1,1,1
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,5,1,1,5
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,5,2,1,4
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,5,3,1,1
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,1,,7
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,2,,1
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,3,,1
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,1,,2
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Dungeness crab,,,,,0
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,Red king crab,Male,3,1,,1
2018,40,Gambier Bay,57.46513333,-133.9499,Normal,Cone,Unknown,High,,,,,,1
2018,40,Glacier Bay,58.69701667,-136.0408833,Normal,Cone,Mud,Medium,Bairdi tanner crab,Female,3,1,,3
2018,40,Glacier Bay,58.69701667,-136.0408833,Normal,Cone,Mud,Medium,Bairdi tanner crab,Female,4,1,1,1
2018,40,Glacier Bay,58.69701667,-136.0408833,Normal,Cone,Mud,Medium,Bairdi tanner crab,Male,2,1,,1
2018,40,Glacier Bay,58.69701667,-136.0408833,Normal,Cone,Mud,Medium,Bairdi tanner crab,Male,3,1,,29
2018,40,Glacier Bay,58.69701667,-136.0408833,Normal,Cone,Mud,Medium,Bairdi tanner crab,Male,3,2,,14
2018,40,Glacier Bay,58.69701667,-136.0408833,Normal,Cone,Mud,Medium,Bairdi tanner crab,Male,3,3,,6
2018,40,Glacier Bay,58.69701667,-136.0408833,Normal,Cone,Mud,Medium,Dungeness crab,,,,,0
2018,40,Glacier Bay,58.69701667,-136.0408833,Normal,Cone,Mud,Medium,Golden king crab,,,,,0
2018,40,Glacier Bay,58.69701667,-136.0408833,Normal,Cone,Mud,Medium,Red king crab,,,,,0
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,1,1,6
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,1,,32
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,2,1,2
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,2,2,3
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,2,1,,2
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,2,2,,1
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,1,,33
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,2,,7
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,3,,11
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,4,1,,1
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,4,2,,1
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Dungeness crab,,,,,0
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Golden king crab,,,,,0
2018,40,Holkham Bay,57.70873333,-133.4979667,Normal,Cone,Unknown,Medium High,Red king crab,Male,3,1,,1
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,3,1,1,53
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,4,1,1,20
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,1,,39
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,2,,33
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,3,,12
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,1,,3
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,2,,15
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,3,,15
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Dungeness crab,Male,3,2,,1
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,40,Icy Strait,58.32313333,-135.77405,Normal,Cone,Unknown,High,Red king crab,,,,,0
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,2,1,,1
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,2,3,,1
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,1,,6
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,2,,2
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,1,,3
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,2,,2
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,5,1,,1
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,5,3,,1
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Dungeness crab,,,,,0
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Red king crab,Female,3,1,1,71
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Red king crab,Female,4,3,1,5
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Red king crab,Male,3,1,,32
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Red king crab,Male,3,2,,2
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Red king crab,Male,3,3,,1
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Red king crab,Male,4,1,,6
2018,40,Juneau,58.35361667,-134.7375333,Normal,Cone,Unknown,High,Red king crab,Male,5,1,,1
2018,40,Pybus Bay,57.3005,-134.1080667,Normal,Cone,Unknown,High,Bairdi tanner crab,,,,,0
2018,40,Pybus Bay,57.3005,-134.1080667,Normal,Cone,Unknown,High,Dungeness crab,Female,3,1,4,1
2018,40,Pybus Bay,57.3005,-134.1080667,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,40,Pybus Bay,57.3005,-134.1080667,Normal,Cone,Unknown,High,Red king crab,Female,3,1,1,4
2018,40,Pybus Bay,57.3005,-134.1080667,Normal,Cone,Unknown,High,Red king crab,Female,3,1,2,1
2018,40,Pybus Bay,57.3005,-134.1080667,Normal,Cone,Unknown,High,Red king crab,Female,3,2,1,1
2018,40,Pybus Bay,57.3005,-134.1080667,Normal,Cone,Unknown,High,Red king crab,Male,3,1,,1
2018,40,Pybus Bay,57.3005,-134.1080667,Normal,Cone,Unknown,High,Red king crab,Male,3,2,,1
2018,40,Seymour Canal,57.88938333,-134.2361333,Normal,Cone,Mud,High,Bairdi tanner crab,,,,,0
2018,40,Seymour Canal,57.88938333,-134.2361333,Normal,Cone,Mud,High,Dungeness crab,Female,3,1,4,2
2018,40,Seymour Canal,57.88938333,-134.2361333,Normal,Cone,Mud,High,Dungeness crab,Female,3,1,5,3
2018,40,Seymour Canal,57.88938333,-134.2361333,Normal,Cone,Mud,High,Dungeness crab,Female,4,2,5,1
2018,40,Seymour Canal,57.88938333,-134.2361333,Normal,Cone,Mud,High,Dungeness crab,Male,3,1,,5
2018,40,Seymour Canal,57.88938333,-134.2361333,Normal,Cone,Mud,High,Golden king crab,,,,,0
2018,40,Seymour Canal,57.88938333,-134.2361333,Normal,Cone,Mud,High,Red king crab,,,,,0
2018,40,Thomas Bay,57.0245,-132.9387333,Normal,Cone,Unknown,Low/Zero,Bairdi tanner crab,,,,,0
2018,40,Thomas Bay,57.0245,-132.9387333,Normal,Cone,Unknown,Low/Zero,Dungeness crab,,,,,0
2018,40,Thomas Bay,57.0245,-132.9387333,Normal,Cone,Unknown,Low/Zero,Golden king crab,,,,,0
2018,40,Thomas Bay,57.0245,-132.9387333,Normal,Cone,Unknown,Low/Zero,Red king crab,,,,,0
2018,41,Deadman Reach,57.52711667,-135.5078167,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,1,,1
2018,41,Deadman Reach,57.52711667,-135.5078167,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,3,,1
2018,41,Deadman Reach,57.52711667,-135.5078167,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,5,3,,1
2018,41,Deadman Reach,57.52711667,-135.5078167,Normal,Cone,Unknown,High,Dungeness crab,,,,,0
2018,41,Deadman Reach,57.52711667,-135.5078167,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,41,Deadman Reach,57.52711667,-135.5078167,Normal,Cone,Unknown,High,Red king crab,,,,,0
2018,41,Deadman Reach,57.52711667,-135.5078167,Normal,Cone,Unknown,High,,,,,,1
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,3,1,1,23
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,3,2,1,1
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,1,,33
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,2,,10
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,3,,6
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,1,,11
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Dungeness crab,,,,,0
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Red king crab,Female,3,1,1,5
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Red king crab,Male,3,1,,29
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Red king crab,Male,3,2,,2
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Red king crab,Male,4,1,,2
2018,41,Excursion Inlet,58.35905,-135.4266333,Normal,Cone,Unknown,High,Red king crab,Male,4,3,,1
2018,41,Gambier Bay,57.47286667,-133.95935,Open Bait Jar,Cone,Unknown,High,Bairdi tanner crab,,,,,0
2018,41,Gambier Bay,57.47286667,-133.95935,Open Bait Jar,Cone,Unknown,High,Dungeness crab,,,,,0
2018,41,Gambier Bay,57.47286667,-133.95935,Open Bait Jar,Cone,Unknown,High,Golden king crab,,,,,0
2018,41,Gambier Bay,57.47286667,-133.95935,Open Bait Jar,Cone,Unknown,High,Red king crab,Male,4,1,,2
2018,41,Glacier Bay,58.69001667,-136.0314,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Male,3,1,,10
2018,41,Glacier Bay,58.69001667,-136.0314,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Male,3,2,,2
2018,41,Glacier Bay,58.69001667,-136.0314,Normal,Cone,Unknown,Medium,Bairdi tanner crab,Male,4,2,,1
2018,41,Glacier Bay,58.69001667,-136.0314,Normal,Cone,Unknown,Medium,Dungeness crab,,,,,0
2018,41,Glacier Bay,58.69001667,-136.0314,Normal,Cone,Unknown,Medium,Golden king crab,,,,,0
2018,41,Glacier Bay,58.69001667,-136.0314,Normal,Cone,Unknown,Medium,Red king crab,,,,,0
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,1,1,4
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,1,,1
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,2,2,1
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,1,,8
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,2,,3
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,3,,1
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,Dungeness crab,,,,,0
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,Golden king crab,Male,3,1,,1
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,Red king crab,,,,,0
2018,41,Holkham Bay,57.70435,-133.5003,Normal,Cone,Unknown,Medium High,,,,,,1
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,3,1,1,5
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,4,1,1,30
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Female,4,2,1,2
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,1,,25
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,2,,12
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,3,3,,7
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,4,1,,15
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,4,2,,9
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Bairdi tanner crab,Male,4,3,,24
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Dungeness crab,Male,3,1,,3
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Golden king crab,,,,,0
2018,41,Icy Strait,58.32328333,-135.7804667,Normal,Cone,Unknown,Medium High,Red king crab,,,,,0
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Bairdi tanner crab,Female,4,1,1,1
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,1,,6
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,2,,4
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,3,3,,2
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,1,,6
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Bairdi tanner crab,Male,4,3,,1
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Dungeness crab,,,,,0
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Red king crab,Female,3,1,1,66
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Red king crab,Female,3,2,1,8
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Red king crab,Male,3,1,,41
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Red king crab,Male,3,2,,7
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Red king crab,Male,4,1,,9
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Red king crab,Male,4,2,,2
2018,41,Juneau,58.349,-134.7329333,Normal,Cone,Unknown,High,Red king crab,Male,5,1,,1
2018,41,Pybus Bay,57.29125,-134.0955667,Normal,Cone,Unknown,High,Bairdi tanner crab,,,,,0
2018,41,Pybus Bay,57.29125,-134.0955667,Normal,Cone,Unknown,High,Dungeness crab,,,,,0
2018,41,Pybus Bay,57.29125,-134.0955667,Normal,Cone,Unknown,High,Golden king crab,,,,,0
2018,41,Pybus Bay,57.29125,-134.0955667,Normal,Cone,Unknown,High,Red king crab,Male,3,1,,1
2018,41,Pybus Bay,57.29125,-134.0955667,Normal,Cone,Unknown,High,,,,,,1
2018,41,Seymour Canal,57.8897,-134.23885,Normal,Cone,Unknown,High,Bairdi tanner crab,,,,,0
2018,41,Seymour Canal,57.8897,-134.23885,Normal,Cone,Unknown,High,Dungeness crab,Female,3,1,4,5
2018,41,Seymour Canal,57.8897,-134.23885,Normal,Cone,Unknown,High,Dungeness crab,Female,3,1,5,7
2018,41,Seymour Canal,57.8897,-134.23885,Normal,Cone,Unknown,High,Dungeness crab,Female,3,2,4,1
2018,41,Seymour Canal,57.8897,-134.23885,Normal,Cone,Unknown,High,Dungeness crab,Female,3,2,5,1
